,dn0_lo10,dn0_med,dn0_up90,rn0_lo10,rn0_med,rn0_up90,gamman_lo10,gamman_med,gamman_up90,bioassay_mortality
23,0.510333879,0.515550564,0.516286087,0.475525218,0.476378217,0.479546922,2.500990476,2.588021853,2.907830609,0.78
24,0.510206019,0.515519312,0.516285012,0.475520513,0.476358873,0.479515546,2.493620467,2.582967873,2.902360218,0.77
25,0.510077132,0.515491996,0.516283411,0.475515178,0.476340216,0.479498504,2.486143275,2.57779512,2.896832338,0.76
26,0.509935796,0.515460298,0.51628429,0.475515938,0.476329764,0.479474915,2.478497319,2.571903508,2.891245614,0.75
27,0.509789848,0.515432993,0.516286029,0.475514783,0.476316293,0.479446367,2.470521746,2.565835605,2.885598639,0.74
28,0.509625711,0.515417825,0.516288608,0.475510754,0.476301857,0.479376554,2.462486195,2.560059248,2.879258866,0.73
29,0.509371576,0.515375543,0.516290215,0.475509864,0.476291971,0.479336705,2.454216397,2.554693149,2.874118051,0.72
30,0.509166014,0.515356152,0.516292807,0.47551214,0.476279899,0.479323605,2.446117236,2.549632842,2.86828135,0.71
31,0.509011685,0.51533845,0.516292713,0.475510526,0.476262815,0.47930652,2.438117404,2.544174713,2.861852236,0.7
32,0.508920076,0.515314007,0.516290061,0.475508068,0.476254045,0.479283252,2.430290839,2.538107417,2.85640696,0.69
33,0.508802704,0.515271517,0.516287883,0.475509616,0.476244523,0.479299878,2.421447477,2.532128835,2.850263092,0.68
34,0.508619565,0.515232988,0.516282183,0.475513771,0.476235508,0.479238231,2.412155326,2.525078858,2.843936182,0.67
35,0.508421106,0.515190307,0.516278532,0.475513409,0.476229335,0.47918497,2.403462267,2.518830669,2.837663694,0.66
36,0.508190525,0.515124791,0.516276328,0.475515799,0.476221487,0.479155145,2.394725273,2.512852682,2.831925018,0.65
37,0.507944468,0.515064555,0.516276086,0.475517955,0.476202005,0.47912844,2.38575677,2.507302532,2.82575231,0.64
38,0.507689492,0.515010937,0.516276644,0.475513494,0.476188716,0.479083778,2.37660437,2.500612473,2.819501352,0.63
39,0.507438589,0.514951327,0.516273316,0.475512633,0.476166882,0.479023103,2.367284852,2.493454269,2.813169912,0.62
40,0.507271906,0.514909855,0.516273942,0.475507075,0.476162338,0.478985303,2.358116285,2.485454865,2.806601157,0.61
41,0.507100338,0.514866443,0.516274763,0.475501717,0.476153152,0.478976997,2.349155937,2.478975009,2.799996926,0.6
42,0.506910793,0.514802946,0.516267717,0.475499177,0.476156765,0.478936915,2.339207518,2.472646074,2.79268444,0.59
43,0.506690553,0.51474393,0.516263169,0.475496707,0.476140415,0.478892662,2.329456439,2.46462372,2.785990448,0.58
44,0.506428462,0.514699178,0.516257409,0.475498169,0.476129313,0.478834449,2.320189014,2.45753206,2.779519154,0.57
45,0.506160808,0.514640724,0.516257905,0.475495923,0.476100757,0.478827905,2.309102576,2.450381,2.773093472,0.56
46,0.505815165,0.51457168,0.516257696,0.475493151,0.47607365,0.47886731,2.299381089,2.442550555,2.767062613,0.55
47,0.505507886,0.51450868,0.516256643,0.475492497,0.476050271,0.478909741,2.288239373,2.434587443,2.761203681,0.54
48,0.505202464,0.514428172,0.516251617,0.475493205,0.476066322,0.478863547,2.276934725,2.425864341,2.75525246,0.53
49,0.504889943,0.514359975,0.51624891,0.475497792,0.476058581,0.478945479,2.266688268,2.418263529,2.749205737,0.52
50,0.504624134,0.514246768,0.516242131,0.475500036,0.476076179,0.478924641,2.25635747,2.410838284,2.743060124,0.51
51,0.5042327,0.514149509,0.516232006,0.475498669,0.476087392,0.478966067,2.245335316,2.403561668,2.73575509,0.5
52,0.503849832,0.514064901,0.516228894,0.475496976,0.476088077,0.47906212,2.233957601,2.393985134,2.728925035,0.49
53,0.503543949,0.513986341,0.51621664,0.475500943,0.476075674,0.479028152,2.22199472,2.385212308,2.724547815,0.48
54,0.503187232,0.513831316,0.516207952,0.475502881,0.476070456,0.479009773,2.209762227,2.376672445,2.715938783,0.47
55,0.502853708,0.513719526,0.516190939,0.475497989,0.476071575,0.479049388,2.197607985,2.368302765,2.704926302,0.46
56,0.502483232,0.513542046,0.516172843,0.475497328,0.47606844,0.479083117,2.185644265,2.359749705,2.694239442,0.45
57,0.501976424,0.51340138,0.516158377,0.475496068,0.476080154,0.479295343,2.173767181,2.351160694,2.687380565,0.44
58,0.501408623,0.513266746,0.516140482,0.475496294,0.476074398,0.479466462,2.160318453,2.34188143,2.679758601,0.43
59,0.500938376,0.513133511,0.516124648,0.475498567,0.476073072,0.479601862,2.146537503,2.332025052,2.672138709,0.42
60,0.500474763,0.513022837,0.51610427,0.475498191,0.476067729,0.479821015,2.133309768,2.321806972,2.665993898,0.41
61,0.499932596,0.512874963,0.516086707,0.475496685,0.476085273,0.479958929,2.120835787,2.311565753,2.656732208,0.4
62,0.499377427,0.512673311,0.516057721,0.475495567,0.476106172,0.48024426,2.107002276,2.301041488,2.646258424,0.39
63,0.498810568,0.51243068,0.516019741,0.475499108,0.476115341,0.480321712,2.09274004,2.292083411,2.635053464,0.38
64,0.498242589,0.51228061,0.51598769,0.475499103,0.476140963,0.48054994,2.07781831,2.281860577,2.626059375,0.37
65,0.497636557,0.512123632,0.515943436,0.475501513,0.476157156,0.48082175,2.063160404,2.272155948,2.619744862,0.36
66,0.497032337,0.511884634,0.515894059,0.475504458,0.476207333,0.48109433,2.049225166,2.259260719,2.617012957,0.35
67,0.496278149,0.511716403,0.515869452,0.475505142,0.476245387,0.481336305,2.035046711,2.247715756,2.614844068,0.34
68,0.495667028,0.511479844,0.515844021,0.475504903,0.476300924,0.48151888,2.020034944,2.235613541,2.612446276,0.33
69,0.495024899,0.511194866,0.515769568,0.475504876,0.476300199,0.481799675,2.004844715,2.223593903,2.604219779,0.32
70,0.494013439,0.510893063,0.515708205,0.475507333,0.476320627,0.482164963,1.9890364,2.212090102,2.59526082,0.31
71,0.493179053,0.510577408,0.515613949,0.47550356,0.476366002,0.48252828,1.971588452,2.200360613,2.585960598,0.3
72,0.492166805,0.510122345,0.515517457,0.475507266,0.476426767,0.482944902,1.955961012,2.188467481,2.576171266,0.29
73,0.491365914,0.509747097,0.515482949,0.475504695,0.476524174,0.483318555,1.938737264,2.174382483,2.566204905,0.28
74,0.49036858,0.509409095,0.515365663,0.475509927,0.476587762,0.483787307,1.922362734,2.160379044,2.553227481,0.27
75,0.489148241,0.508955237,0.515260147,0.4755084,0.476622001,0.484365671,1.9054181,2.146854745,2.543516733,0.26
76,0.488069662,0.508574519,0.51512306,0.475508841,0.476714311,0.484880907,1.887234697,2.132601792,2.534646287,0.25
77,0.486677322,0.508088972,0.515023278,0.475524464,0.476877579,0.485551151,1.868098964,2.117042066,2.521583086,0.24
78,0.484904836,0.507461866,0.514880476,0.475527974,0.476967747,0.486411927,1.848340506,2.103235091,2.506906661,0.23
79,0.482958165,0.506783591,0.51476236,0.475534846,0.477124165,0.487365837,1.828015212,2.087803452,2.496312826,0.22
80,0.481542745,0.506065868,0.514533733,0.475534246,0.477359833,0.488064484,1.807082043,2.071630059,2.481058235,0.21
81,0.479565824,0.50527102,0.514380476,0.475532808,0.477622883,0.489046363,1.786233608,2.055071943,2.471809962,0.2
82,0.476909258,0.504275918,0.514127105,0.475548027,0.477957289,0.490375694,1.761853574,2.038039372,2.460283786,0.19
83,0.474904259,0.503269008,0.514002413,0.475555489,0.478279081,0.49138538,1.740117964,2.018511355,2.446328261,0.18
84,0.472225222,0.502175027,0.513748409,0.475580576,0.478660325,0.49274166,1.716235735,1.999880327,2.431590712,0.17
85,0.469083836,0.501034467,0.513367472,0.475585625,0.479095832,0.49434056,1.692014901,1.980032847,2.416409947,0.16
86,0.465743671,0.49980351,0.513102125,0.4756011,0.479580912,0.496048525,1.667213826,1.956530151,2.402881311,0.15
87,0.462802674,0.498200399,0.51278416,0.475661723,0.480238763,0.497557434,1.642042509,1.934325274,2.389578875,0.14
88,0.458896624,0.496724678,0.512461948,0.475702268,0.480960143,0.499566534,1.616458629,1.910465472,2.372940512,0.13
89,0.454145915,0.494667363,0.512042463,0.475763593,0.48179617,0.502014531,1.588949473,1.885174854,2.357734071,0.12
90,0.449349278,0.492393752,0.51145692,0.475853248,0.482839496,0.504487451,1.558663289,1.858703391,2.337595453,0.11
91,0.443700636,0.489702657,0.510726955,0.475977486,0.484102281,0.507396713,1.526550394,1.830714335,2.31316603,0.1
92,0.437756974,0.486719462,0.510036168,0.476110775,0.485530786,0.510449696,1.492003075,1.801620887,2.28524832,0.09
93,0.430941246,0.482749784,0.509206203,0.476385661,0.487468437,0.513934411,1.455264471,1.769654814,2.259565326,0.08
94,0.422451327,0.478403086,0.508406013,0.476546421,0.489626893,0.518242298,1.416309212,1.735053723,2.222748259,0.07
95,0.41217529,0.473529622,0.506880826,0.476887977,0.492080361,0.523394692,1.373747766,1.696535198,2.192882164,0.06
96,0.397402867,0.465695295,0.505175703,0.47745968,0.496073317,0.530654536,1.326521815,1.649929159,2.160115714,0.05
97,0.382845973,0.457413142,0.503176323,0.47819577,0.500330606,0.537604876,1.270298346,1.597731942,2.122606327,0.04
98,0.362805108,0.444716988,0.500631398,0.479200686,0.506873686,0.546780476,1.211040115,1.532943274,2.076005576,0.03
99,0.333839979,0.424159136,0.495538161,0.481403235,0.51737911,0.559080473,1.13155074,1.449645651,2.012627664,0.02
100,0.292913306,0.388870947,0.483101875,0.487295153,0.534754966,0.574064726,1.024623337,1.331670143,1.897137435,0.01
101,0.13972044,0.149571246,0.159501269,0.590289,0.591897625,0.59305385,0.661242432,0.745823435,0.97861589,0
