,dn0_lo10,dn0_med,dn0_up90,rn0_lo10,rn0_med,rn0_up90,gamman_lo10,gamman_med,gamman_up90,bioassay_mortality
75,0.514145757,0.515854163,0.516301659,0.475955141,0.478752458,0.48234009,1.9054181,2.146854745,2.543516733,0.26
76,0.514011253,0.51584549,0.516303866,0.475882496,0.478613,0.482185646,1.887234697,2.132601792,2.534646287,0.25
77,0.513846428,0.515839296,0.516304221,0.475827268,0.478489985,0.482096156,1.868098964,2.117042066,2.521583086,0.24
78,0.513642593,0.51585201,0.516304486,0.475802896,0.478325905,0.482012262,1.848340506,2.103235091,2.506906661,0.23
79,0.513618585,0.515833248,0.516303769,0.475771965,0.478196416,0.481882965,1.828015212,2.087803452,2.496312826,0.22
80,0.513387294,0.515828982,0.516308089,0.475719128,0.478043032,0.481738984,1.807082043,2.071630059,2.481058235,0.21
81,0.513120161,0.515797121,0.516307298,0.475672414,0.477898945,0.481607846,1.786233608,2.055071943,2.471809962,0.2
82,0.512865831,0.515792816,0.516306827,0.475637176,0.477776535,0.481517105,1.761853574,2.038039372,2.460283786,0.19
83,0.512404484,0.515770236,0.516306977,0.475596398,0.477644596,0.481351692,1.740117964,2.018511355,2.446328261,0.18
84,0.512217244,0.515730059,0.516307785,0.475565083,0.47747729,0.481192186,1.716235735,1.999880327,2.431590712,0.17
85,0.511596365,0.515743148,0.516305141,0.475543594,0.477329083,0.481033059,1.692014901,1.980032847,2.416409947,0.16
86,0.510705778,0.515700515,0.516303911,0.475526275,0.477206115,0.481016552,1.667213826,1.956530151,2.402881311,0.15
87,0.509818064,0.515668889,0.516304922,0.47552586,0.47707157,0.480853721,1.642042509,1.934325274,2.389578875,0.14
88,0.508879165,0.515529214,0.516297514,0.475521526,0.476950156,0.480814289,1.616458629,1.910465472,2.372940512,0.13
89,0.507590854,0.515372246,0.516288449,0.475528275,0.476802183,0.480710899,1.588949473,1.885174854,2.357734071,0.12
90,0.506065102,0.515220374,0.516283995,0.475530781,0.476718101,0.480859828,1.558663289,1.858703391,2.337595453,0.11
91,0.504200779,0.51500826,0.51627691,0.475534545,0.476666838,0.481086897,1.526550394,1.830714335,2.31316603,0.1
92,0.502040348,0.514758983,0.516280396,0.47552487,0.476610694,0.481286425,1.492003075,1.801620887,2.28524832,0.09
93,0.499114432,0.514301041,0.516269566,0.475537382,0.476632804,0.481810579,1.455264471,1.769654814,2.259565326,0.08
94,0.495964838,0.513594513,0.516227325,0.475537135,0.476727596,0.482573227,1.416309212,1.735053723,2.222748259,0.07
95,0.490990938,0.512455786,0.516184468,0.475549101,0.476848913,0.483611904,1.373747766,1.696535198,2.192882164,0.06
96,0.484587791,0.510860766,0.516101097,0.475516548,0.477166254,0.486566699,1.326521815,1.649929159,2.160115714,0.05
97,0.47496288,0.508545531,0.516062739,0.475544587,0.477542701,0.49135579,1.270298346,1.597731942,2.122606327,0.04
98,0.463693037,0.504665549,0.515879498,0.475568364,0.478587426,0.497100209,1.211040115,1.532943274,2.076005576,0.03
99,0.444438161,0.497410163,0.515633976,0.475704598,0.480698263,0.507017196,1.13155074,1.449645651,2.012627664,0.02
100,0.406876219,0.479956237,0.514400312,0.476139955,0.4888519,0.526020503,1.024623337,1.331670143,1.897137435,0.01
101,0.207263336,0.224194474,0.239557485,0.588152244,0.590798476,0.59285943,0.661242432,0.745823435,0.97861589,0
